RRID	Resource Name	total mention count
152	University of Florida College of Medicine; Florida; USA	294
10651	SHHS	284
11653	University of Helsinki; Helsinki; Finland	283
4976	UNOS - United Network for Organ Sharing	282
1949	Center for Bio-Image Informatics	281
13148	Baltimore Longitudinal Study of Aging (BLSA)	279
11744	University of Virginia School of Medicine; Virginia; USA	274
10262	International Classification of Primary Care	273
981	National Institute of Health Sciences; Tokyo; Japan	270
11238	French National Authority for Health	268
13302	University of Pennsylvania Perelman School of Medicine; Pennsylvania; USA	267
108	Brain Trauma Foundation	263
5749	University of Louisville; Kentucky; USA	262
6267	Neuromuscular disease outcome measures	253
3096	National Institute of General Medical Sciences: Research Funding	244
6339	Yale School of Medicine; Connecticut; USA	241
7897	Ridom - Ribosomal Differentiation of Medical Microorganisms	241
11171	Creighton University School of Medicine	241
11686	University of Montreal Hospital Centre; Quebec; Canada	240
8445	CGEMS	239
4051	Binding Site	235
11487	Queensland Institute of Medical Research	235
7574	CAGE	232
1060	U.S. Department of Education	229
12929	DEG - Database of Essential Genes	226
11682	University of Missouri School of Medicine; Missouri; USA	222
7410	Research in Germany Web Portal	220
674	The Guardian: Science Weekly	218
11308	Institute of Biological Sciences	213
11600	University at Albany; New York; USA	213
6309	Congress of Neurological Surgeons University of Neurosurgery	210
9859	U.S. Department of Commerce	210
7434	Add Health (National Longitudinal Study of Adolescent Health)	204
11486	U.S. Department of Agriculture	204
12726	University of Southern California Keck School of Medicine; California; USA	198
5856	SBUR - Society for Basic Urologic Research	196
6537	F1000: Faculty of 1000 Post-Publication Peer Review	195
7979	University of Sao Paulo; Sao Paulo; Brazil	195
1433	National Center for X-ray Tomography	193
12712	U.S. Department of Defense	193
6597	The Guardian: Science Videos	192
6030	DATASET OF PROTEIN-PROTEIN INTERFACES	191
1500	CKID A Prospective Cohort Study of Kidney Disease in Children	187
11715	University of Texas; Texas; USA	186
12866	Ohio State University College of Medicine; Ohio; USA	186
6101	CMHD - Centre for Modeling Human Disease	185
8282	University of Wisconsin-Madison; Wisconsin; USA	183
1187	Third Reviewer	181
5802	THEA - Tools for High-throughput Experiments Analysis	180
5545	OneLab	177
13146	ALSA - The Australian Longitudinal Study of Ageing	177
7494	UA Neuroscience GIDP	175
12969	Center for Cancer Research: Schiller Laboratory	175
6929	Diabetes Autoantibody Standardization Program	171
11380	Max Planck Institute of Biochemistry; Martinsried; Germany	171
13061	National Institute on Drug Abuse Center for Genetic Studies	171
12798	Southern Illinois University School of Medicine; Illinois; USA	169
3886	ONE Study	166
10951	SAM	165
2203	Tokyo Metropolitan Institute of Medical Science; Tokyo; Japan	164
11680	University of Missouri-Kansas City School of Medicine; Missouri; USA	163
9421	TFPGA	162
11425	National Institute of Medical Statistics; New Delhi; India	160
11194	Duke University School of Medicine; North Carolina; USA	155
4234	Society in Science - The Branco Weiss Fellowship	151
12001	APHL	149
7485	UTSA Department of Biology	148
10349	International Classification of Diseases Version 10	147
11221	Federal University of Rio de Janeiro; Rio de Janeiro; Brazil	145
12348	UConn Protein X-Ray Crystallography Facility	145
3965	American Association of Kidney Patients	144
6147	University of Washington School of Medicine; Washington; USA	142
11700	University of South Carolina School of Medicine; South Carolina; USA	142
5064	University of Iowa Carver College of Medicine; Iowa; USA	140
10222	Johns Hopkins Bloomberg School of Public Health; Maryland; USA	140
1460	Ridom SpaServer	136
2903	University of Cologne; Cologne; Germany	135
4019	Biomarkers of Anti-TNF Treatment Efficacy in Rheumatoid Arthritis - Unresponsive Populations	135
11147	Centre for Genomic Regulation; Barcelona; Spain	134
11494	973 Program	134
12899	AIDSinfo Drug Database	134
8835	COPE - Committee on Publication Ethics	133
11354	Louisiana State University School of Medicine; Louisiana; USA	132
11729	University of the Western Cape; Bellville; South Africa	131
8901	ADEPT - Assessment of Doctor-Elderly Patient Encounters	129
4697	VA Polytrauma / TBI System of Care	128
6154	goCognitive	125
4085	Molecular Discovery	124
11553	University of Missouri-St. Louis; Missouri; USA	123
2038	The Eye Lab Image Database	120
10104	International Classification of Diseases Version 9 - Clinical Modification	120
11629	University of Delaware; Delaware; USA	120
13198	John Hopkins University, In-Vivo Cellular Molecular Imaging Center	120
6769	ADAPT	119
11458	New York University; New York; USA	119
12887	National Institute of General Medical Sciences	119
909	International Classification of Primary Care - 2 PLUS	118
11733	University of Toronto; Ontario; Canada	118
13000	Cochrane Library	118
6858	Transdisciplinary Tobacco Use Research Centers	117
7235	Clinical Randomisation of an Antifibrinolytic in Significant Haemorrhage	117
11252	Ministry of Education - Singapore	115
11423	National Institute of Biomedical Innovation; Osaka; Japan	115
1713	CAMRD	113
4998	UC Davis Center for Childrens Environmental Health	111
12857	National Center for Advancing Translational Sciences	111
13049	MATS	107
12871	Department for International Development	104
11754	UT Health Science Center San Antonio School of Medicine; Texas; USA	102
4217	University of North Carolina at Chapel Hill School of Medicine; North Carolina; USA	100
11655	University of Hong Kong; Hong Kong; China	99
11730	University of the West Indies; Kingston; Jamaica	99
9608	CHB Ultrasound	98
8056	University of Sheffield; South Yorkshire; United Kingdom	97
8859	Frey Lab	96
5884	The Mouse: Genetics meets Behavior	95
7212	AltTox: Non-animal Methods for Toxicity Testing	95
8259	National Institute on Aging, Database of Longitudinal Studies	95
10350	International Classification of Diseases Version 10 - Clinical Modification	95
216	Context Likelihood of Relatedness	93
986	NIH Office of Research on Women's Health; Bethesda; Maryland	92
12390	Data for Solutions	92
1490	Look AHEAD	91
1730	ALFRED	91
5928	LHP LHDL	91
968	Indian Council of Medical Research; New Delhi; India	90
6230	DnaProt	90
11224	Florey Institute of Neuroscience and Mental Health; Victoria; Australia	90
11646	University of Glasgow; Glasgow; United Kingdom	90
6693	University of Porto; Porto; Portugal	89
10351	International Classification of Diseases Version 10 - Procedure Coding System	89
4931	Open University; Milton Keynes; United Kingdom	88
3219	dbVar	87
3507	Colorado Assessment Tests - Tower of London	86
4662	University of Colorado Denver; Colorado; USA	84
5220	New York Times - Well	83
8063	UBC National Core for Neuroethics	83
9302	SAGE	83
11589	UCSF School of Medicine; California; USA	82
1690	AffinDB	81
3764	University of Connecticut; Connecticut; USA	81
11305	Institute for Systems Biology; Washington; USA	81
11421	National Institute of Animal Science; Gyeonggi-do; South Korea	81
10618	Families of SMA	79
6021	ACTREC - Advanced Centre for Treatment Research and Education in Cancer	77
11728	University of the Sciences in Philadelphia College of Pharmacy	76
5222	University of KwaZulu-Natal; Durban; South Africa	75
8951	Biomarker Network	75
648	F1000 Reports	73
969	Indian Institute of Science; Bangalore; India	73
5247	German Federal Ministry of Health	73
10682	University of Cambridge School of Clinical Medicine; Cambridge; United Kingdom	73
11506	Russian Academy of Sciences; Moscow; Russia	73
12344	UConn High-Throughput Screening Facility	72
2832	University of Chicago; Illinois; USA	71
11713	University of Tennessee Health Science Center; Tennessee; USA	71
11617	University of California; California; USA	70
11775	Washington University School of Medicine in St. Louis; Missouri; USA	70
12748	NIH Office of the Director	70
13124	PIAGE	70
1853	University of Alberta; Alberta; Canada	69
2452	University of Applied Sciences; Mecklenburg-Vorpommern; Germany	69
4542	Selectome: a Database of Positive Selection	68
11555	Szent Istvan University; Godollo; Hungary	68
11616	University of Calgary; Alberta; Canada	68
12204	UCLA Clinical Microarray Core	68
1523	MINT	67
5521	OECI - Organisation for European Cancer Institutes	67
11539	Stanford University School of Medicine; California; USA	67
3738	Mar Institute of Medical Research Foundation	64
6359	University of Oviedo; Oviedo; Spain	64
6659	University of Pittsburgh; Pennsylvania; USA	64
3957	American College of Clinical Pharmacy	63
6968	FunNet - Transcriptional Networks Analysis	63
8129	Alternate splicing gallery	63
8490	Engine for question-Answering in Genomics Literature	62
10799	PhenCode	62
11674	University of Minnesota Twin Cities; Minnesota; USA	62
12760	University of Cape Town; Western Cape; South Africa	62
13371	Biological Interaction database for Protein-nucleic Acid	62
1419	National Center for Image-Guided Therapy	61
12937	Wake Forest School of Medicine; North Carolina; USA	61
4670	University of Colorado School of Medicine; Colorado; USA	60
7709	Human Genome Variation database of Genotype-to-Phenotype information	60
4996	University of Manchester; Manchester; United Kingdom	59
11457	New York Medical College; New York; USA	59
12378	Evans Analytical Group	58
4677	National University of Ireland; Galway; Ireland	57
11454	Networks of Centres of Excellence of Canada	57
11172	CRG; Barcelona; Spain	56
11764	Vilnius University; Vilnius; Lithuania	56
12475	University of Wisconsin - Madison Labs and Facilities	56
6249	University of Oklahoma College of Medicine; Oklahoma; USA	55
13100	ColiSNP: Database of Single Nucleotide Polymorphism	55
5369	University of Liege; Wallonia; Belgium	54
8831	Treatment of SSRI-resistant Depression in Adolescents (TORDIA)	54
400	dbSTS	53
621	BEBaC	53
4627	Center for Cancer Research	52
7022	Target genes of Wnt/beta-catenin signaling	52
8698	Fubers Network Diagram of Human Aging	52
11657	University of Iceland; Reykjavik; Iceland	52
987	NIH Office of Research Services	51
1115	Ministry of Education of China	50
3239	Center for Open Science	50
5452	Faculty of 1000 - YouTube	50
6742	NCMRR - National Center for Medical Rehabilitation Research	50
1959	Korea National Institute of Health	49
2859	Human Tissue and Organ Resource for Research	49
8108	MGA-MAPF2	49
6408	QCGWAS	47
7859	PiSITE: Database of Protein interaction SITEs	47
8939	Longitudinal Study of Generations	47
13707	Global Research in Paediatrics (GRIP)	47
1358	RAMA	46
4907	BioRep	46
5935	University of North Texas; Texas; USA	46
213	ANU Centre for Advanced Microscopy	45
4513	Nu-OSCAR	45
11424	National Institute of Informatics; Tokyo; Japan	45
11544	Stony Brook School of Medicine; New York; USA	45
12285	UC Berkeley Molecular Imaging Center	45
11393	Ministry of Higher Education Scientific Research - Tunisia	44
11577	The Genome Analysis Centre; Norwich; United Kingdom	44
11749	University of Washington; Washington; USA	44
13659	AAAS	44
1865	Dendritica: Software Tools for Studying Dendritic Signaling	43
2129	SEED	43
3029	SMRT View	43
4900	University of Leicester; Leicester; United Kingdom	43
5705	University of Lorraine; Lorraine; France	43
1553	Viral Resistance to Antiviral Therapy of Chronic Hepatitis C	42
11606	University of Bath; North East Somerset; United Kingdom	42
1239	Tally	40
3553	International Classification for Patient Safety	40
1024	DTU Multi-Assay Core	38
1033	Pathology Diagnostics	38
11557	Tata Institute of Fundamental Research; Mumbai; India	38
7645	euHCVdb: The European HCV database	37
11170	Creighton University; Nebraska; USA	37
11681	University of Missouri; Missouri; USA	37
5612	Science of Mental Illness: Grades 6- 8	36
6306	AREDS2: The Age-Related Eye Disease Study 2	36
6319	University of Ottawa; Ontario; Canada	36
9331	POOL STR	36
10472	Resource for Genetic Epidemiology Research on Adult Health and Aging	36
11161	College of France; Paris; France	36
11669	University of Michigan Medical School; Michigan; USA	36
11906	PRADA	36
408	metaMA	35
6220	SecStr	35
10296	Common Terminology Criteria for Adverse Events	35
12018	TFClass	35
12399	University of Minnesota - Twin Cities Labs and Facilities	35
1796	National Center for e-Social Science: Obesity e-Lab	34
3679	General Practitioner Assessment of Cognition	34
11306	Institute of Bioinformatics; Bangalore; India	34
997	University of Dundee; Scotland; United Kingdom	33
2651	SEEK	33
11144	Central Institute of Mental Health; Mannheim; Germany	33
12939	eF-site - Electrostatic surface of Functional site	33
4090	EuroRec	32
8073	Know Stroke. Know the Signs. Act in Time.	32
8947	National Longitudinal Survey of Older Men	32
10718	University of Foggia; Foggia; Italy	32
11636	University of East Anglia; Norwich; United Kingdom	31
4954	University of Georgia; Georgia; USA	30
11286	Helmholtz Center Munich Institute of Experimental Genetics	30
9407	SPAM	29
10542	ProMedDx	29
11668	University of Michigan; Michigan; USA	29
13335	Blue Ridge Institute for Medical Research; North Carolina; USA	29
494	Royal Society of Chemistry	28
11345	Liverpool School of Tropical Medicine; Liverpool; United Kingdom	28
5011	University of Iowa; Iowa; USA	27
11210	Estonian University of Life Sciences; Tartu; Estonia	27
11522	Seoul National University College of Medicine; Seoul; South Korea	27
3065	MIPE	26
3734	Ontario Centres of Excellence	26
9166	EAGLET	26
11396	Missouri University of Science and Technology; Missouri; USA	26
11702	University of South Florida; Florida; USA	26
4439	MindSpec: Informatics for Neurodevelopmental Conditions	25
11343	Library of Congress	25
11740	University of Victoria; British Columbia; Canada	25
2371	SBARS	24
4275	University of Pennsylvania; Pennsylvania; USA	24
8233	The Protein Coil Library	23
10135	UPR Translational Neurosciences Program	23
11666	University of Miami; Florida; USA	23
5453	NAMM Foundation	22
11014	University of Iowa Magnetic Resonance Research Facility	22
2977	Gel2DE	21
3877	Patients to Trials Consortium	21
6782	re3data.org	21
8093	University of Southern California; California; USA	21
9786	Royal College of Surgeons in Ireland; Dublin; Ireland	21
11678	University of Wisconsin System; Wisconsin; USA	21
970	Institute of Statistical Mathematics; Tokyo; Japan	20
3821	University of Rochester; New York; USA	20
5320	German Institute of Economic Research; Berlin; Germany	20
5092	MMAPPR	19
6484	Gene Ontology For Functional Analysis (GOFFA)	19
7257	The Surf-Hippo Neuron Simulation System	19
482	NIMBL	18
1058	Northwestern University Feinberg School of Medicine; Illinois; USA	18
1525	Family Investigation of Nephropathy of Diabetes	18
5900	University of Texas at Austin; Texas; USA	18
9265	LRTAE	18
9352	RISCALW	18
369	Allegheny College; Pennsylvania; USA	17
485	Alzheimer Society of Canada	17
5675	STRAP	17
6688	Consensus Measures for Phenotype and Exposure	17
11692	University of Nebraska; Nebraska; USA	17
11732	University of Toledo; Ohio; USA	17
12708	German Cancer Research Center Labs and Facilities	17
361	Mississippi State University; Mississippi; USA	16
2363	ISO	16
3013	Canadian College of Medical Geneticists	16
4107	Pedianet	16
5208	Scientific American Bering in Mind	16
5266	University of Latvia; Riga; Latvia	16
5296	PIE the search	16
11442	National Laboratory for Scientific Computing; Rio de Janeiro; Brazil	16
12593	AltaBioscience	16
379	University of Massachusetts; Massachusetts; USA	15
7656	University of Rhode Island; Rhode Island; USA	15
11473	Norwegian Institute of Water Research; Oslo; Norway	15
11778	Western University; Ontario; Canada	15
13749	University of South Florida Center for Biological Defense	15
1613	PhenoGen Informatics	14
1985	California Institute of Technology - Computation and Neural Systems	14
2477	ECO	14
4053	University of Lodz; Lodz; Poland	14
4173	INMEX	14
9114	IGG	14
13687	Centre for Drug Safety Science	14
3918	Althia	13
4058	Vascular Access Society of the Americas	13
4073	International Alliance of Patients Organizations	13
5807	GREAT: Genomic Regions Enrichment of Annotations Tool	13
6543	CTE and Post-traumatic Neurodegeneration: Neuropathology and Ex Vivo Imaging	13
7618	Database of Liver Protein Expression Profile- dbLEP	13
9293	MINSAGE	13
11436	Ohio State University; Ohio; USA	13
11659	University of Illinois; Illinois; USA	13
11743	University of Virginia; Virginia; USA	13
148	Bovine Genome Database	12
1003	University of Utah; Utah; USA	12
1603	Visible Mouse Anatomy	12
3784	Associates in Process Improvement	12
10171	Vanderbilt Clinical Trials Center	12
11632	University of Luxembourg; Luxembourg; Luxembourg	12
11679	University of Missouri-Kansas City; Missouri; USA	12
11699	University of South Carolina; South Carolina; USA	12
12267	UTS Chemical Technologies Research Facility	12
3745	BioVacSafe	11
5964	Review of Clinical and Functional Neuroscience	11
8970	CAMARADES Protocols for Systematic Reviews of Animal Studies	11
11191	Drexel University College of Medicine; Pennsylvania; USA	11
11452	Netherlands Ministry of Economic Affairs	11
11493	Research Council of Norway	11
332	Dutch Ministry of Education Culture and Science	10
2968	SNPHunter	10
3106	City University of New York; New York; USA	10
4252	Store-a-Tooth Stem Cell Bank	10
5837	University of Maryland School of Medicine; Maryland; USA	10
11498	Ritsumeikan University; Kyoto; Japan	10
11697	University of Southern Mississippi; Mississippi; USA	10
12889	University of Cincinnati College of Medicine; Ohio; USA	10
370	London School of Economics and Political Science; London; United Kingdom	9
1077	Medical College of Wisconsin; Wisconsin; USA	9
2020	BioCurrents Research Center	9
3682	Structured Clinical Interview for DSM-IV	9
3865	IMIDIA	9
4029	International Genomics of Alzheimers Project	9
6238	Regulation of Transcription Ontology	9
10061	TSU Environmental Research and Technology Transfer Center	9
11694	University of Nebraska Medical Center College of Medicine; Nebraska; USA	9
145	University of Florida; Florida; USA	8
604	Baylor College of Medicine - Shaw Laboratory	8
1001	University of Surrey; Surrey; United Kingdom	8
2910	University of Colorado; Colorado; USA	8
3099	International Classification for Nursing Practice	8
3940	Innovative Concepts in Drug Development	8
3969	American Society of Pediatric Nephrology	8
8096	Parkinsons Center at Dartmouth-Hitchcock Medical Center	8
10130	UPR Maternal Infant Study Center	8
11206	Emory University School of Medicine; Georgia; USA	8
11712	University of Tennessee; Tennessee; USA	8
11726	University of Thessaly; Thessaly; Greece	8
643	forqs	7
4884	hyfi: software suite for binding site search	7
7373	Booly: A Resource for Biological Data Integration	7
8156	University of Western Sydney; New South Wales; Australia	7
9533	Penn Laser Confocal Microscope Core	7
10390	Ontology of Alternative Medicine French	7
10788	TransFIC	7
11676	University of Mississippi Medical Center; Mississippi; USA	7
12308	CSISP Next Generation Sequencing	7
1074	University of Oklahoma; Oklahoma; USA	6
1989	ISCBFM - International Society for Cerebral Blood Flow and Metabolism	6
3828	Medical University of South Carolina; South Carolina; USA	6
3870	MIP-DILI	6
4187	FIDEA	6
5568	Ridom TraceEdit	6
6873	eXpress	6
10392	Ontology of Clinical Research	6
11708	University of Szeged; Szeged; Hungary	6
12083	GLARE	6
12229	Meharry Microarray and Bioinformatics Core	6
3741	Advanced Immunization Technologies	5
4027	MIT Center for Biomedical Innovation	5
4158	Brain Tumour Foundation of Canada	5
7735	iMOTdb	5
7810	MSY Breakpoint Mapper	5
9643	Penn Automated Claims and Medical Record Databases	5
11154	City College of New York; New York; USA	5
11528	Silesian University of Technology; Silesia; Poland	5
11757	Vanderbilt University School of Medicine; Tennessee; USA	5
12338	Genetik Ink	5
4531	ProTECT	4
6284	INCF Swiss Node	4
6674	University of Pittsburgh School of Medicine; Pennsylvania; USA	4
7954	Systematic Platform for Identifying Mutated Proteins (SysPIMP)	4
9097	RECORD	4
9951	OHSU Investigator Support and Integration Services	4
11100	Boston University School of Medicine; Massachusetts; USA	4
11132	California Academy of Sciences	4
11212	George Institute for Global Health	4
11635	University of Eastern Finland; Eastern Finland; Finland	4
11706	University of St Andrews; Scotland; United Kingdom	4
11711	University of Technology at Sydney; New South Wales; Australia	4
11777	Wayne State University School of Medicine; Michigan; USA	4
12214	UW-Madison Cardiovascular Physiology Core Facility	4
12311	UW-Madison Mass Spectrometry/Proteomics Facility	4
13743	Spatio-temporal transcriptome of the human brain	4
8028	DNA From The Beginning: AN Animated Primer on the Basics of DNA, Genes, and Heredity	3
11390	Medical College of Georgia; Georgia; USA	3
11540	State University of New York; New York; USA	3
11673	University of Minnesota Medical School; Minnesota; USA	3
12363	TransViragen	3
3868	Kinetics for Drug Discovery	2
4345	Best of the Web: Neuroscience	2
5075	University of Kansas; Kansas; USA	2
7915	SCAdb: A CANDIDATE GENE DATABASE FOR SPINOCEREBELLAR ATAXIAS	2
9092	MOSCPHASER	2
11683	University of Missouri System; Missouri; USA	2
11922	eXPatGen	2
982	National Institute on Chemical Dependency	1
2462	Pharmabase - an open content cheminformatics resource linking physiology with pharmacology	1
2471	Liquid Publications: Scientific Publications meet the Web	1
6618	BRAINSTools	1
7663	FLYSNP	1
10156	VICC Research Informatics	1
11433	National Research Foundation - Republic of Singapore	1
11448	National Natural Science Foundation of China	1
14296	MED Associates Activity Monitor software	1
