RRID	Resource Name	total mention count
12205	UCLA High-Throughput Clinical Proteomics Core	585
7014	Frequent Hemodialysis Network Nocturnal Trial	577
8941	Longitudinal Study of Elderly Mexican American Health	575
6462	Public Health Genomics	573
9119	AMELIA	573
2002	NIDA Data Share	556
5582	Childrens Hospital Oakland Research Institute	554
9313	OSIRIS	553
8026	Centre dEtude du Polymorphisme Humain	552
5961	MRB - Mouse Resource Browser	549
1520	BacPac Resources Center: BAC Clones Distribution Center	548
2013	METAL	542
2687	Knowledgebase for Addiction Related Genes	540
4680	CDC Cell and DNA Repository	535
4741	Autism Speaks	534
2079	Electronic Molecular Interaction Map	532
1434	Anxiety Treatment Australia: Anxiety Disorder Help, Information and Psychologist List	528
13600	Psychotropics	527
7464	Mount Sianai Department of Neuroscience	526
1992	Brain and Behavior Research Foundation	525
10929	Genotyping Console Software	515
12986	Nonhuman Primate Reagent Resource	514
1725	FunDO	508
2709	dbGaP at NCBI	505
8567	Statistical Analysis System	504
11276	Health Resources and Services Administration	502
4822	Brain and Body Donation Program	501
7502	University of Iowa College of Medicine Department of Pharmacology	501
8042	Integrative Neuroscience Initiative on Alcoholism	501
3125	FRAXA Research Foundation	500
8355	Paris School of Neuroscience PhD Program	498
3072	Cancer Genome Anatomy Project	496
13014	Fugu Genome Project	492
6631	Stanford University HIV Drug Resistance Database	490
210	Knight Alzheimers Disease Research Center	486
7508	University of Kansas Medical Center Pharmacology	486
1563	Neural Maestro	485
8879	Cancer Registry of Norway	485
11440	National Institute on Drug Abuse	484
12763	Stata	479
1840	TCAG	468
6067	University of Nebraska Medical Center Pharmacology	468
13111	Wake Forest University Pharmacology	468
7123	Tetraodon nigroviridis Database	466
8504	European Centre for the Validation of Alternative Methods	463
6341	James S. McDonnell Foundation	461
8438	Core Genotyping Facility	459
5778	GARBAN	457
612	MacArthur Foundation	450
1803	National Society of Genetic Counselors	450
7374	Informatics resources for mouse functional genomics	448
7488	Thomas Jefferson University Neurology	445
5951	ROAR	443
2934	Office of Intramural Training and Education	441
9179	FINETTI	439
4351	DRUT	432
1859	SeattleSNPs - Variation Discovery Resource	431
8082	WE MOVE: Worldwide Education and Awareness for Movement Disorders	430
6441	Creatinine Standardization Program	428
6940	Southern Illinois University School of Medicine Department of Pharmacology	427
13536	Faculty for Undergraduate Neuroscience	425
813	Advanced Cognitive Training for Independent and Vital Elderly (ACTIVE)	424
3422	MAGENTA	423
8491	Extended Haplotype Homozygosity	417
4843	Research Tissue Repository - University of Connecticut	416
7520	University of New Mexico Sleep Disorders Clinic	416
13605	Baylor College of Medicine Human Genome Sequencing Center	415
8015	Alzheimer's Australia: Living with Dementia	411
13565	Barrow Neurological Institute (BNI)	411
10715	T-REX	409
9112	TUNA	408
7487	University of Toledo Department of Neurosciences	407
3144	NYCE	406
8735	PTSD-TBI INTRuST	404
6644	Urologic Diseases in America	403
7541	University of Western Ontario London Ontario Canada Physiology and Pharmacology	403
3410	Honig Lab	398
4920	BioMarkers for SMA Data Portal	398
5769	American College of Medical Genetics and Genomics	392
1529	HALT PKD	390
9198	GENETIC POWER CALCULATOR	387
1519	Nonalcoholic Steatohepatitis Clinical Research Network	384
2949	Interrupted CoDing Sequence Database	384
12816	Swiss Institute of Bioinformatics	384
4371	RETICULUM - Neuroscience History Resources	382
6288	Adult Wistar Rat Atlas	381
6654	European Monitoring Centre for Drugs and Drug Addiction	381
2670	Office of Scientific and Technical Information	380
4965	Eigensoft	380
8371	Hardy-Weinberg Equilibrium Calculator	380
2877	Computational Biology Center	379
1914	Yerkes National Primate Research Center	375
713	NIH - Rapid Access to Interventional Development	374
8255	Fisher Center For Alzheimers Research Foundation: ALZinfo.org	374
12815	UK Biobank	367
724	University of Vermont College of Medicine, Pharmacology	366
2022	Parkinsons UK	363
5590	Solve Therapies	362
1825	Online Encyclopedia for Genetic Epidemiology studies	360
2635	RVD	360
6793	ENCODE - Encyclopedia of DNA Elements	360
391	World Health Organization: The Global Health Library	359
7406	International Brain Research Organization	359
8909	Established Populations for Epidemiologic Studies of the Elderly	359
122	Body Mass Index Calculator	357
1944	Biospecimen Research Database	357
5065	Zebrafish International Resource Center	356
7324	NIA Nonhuman Primate Tissue Bank	355
1531	Hepatitis B Research Network	354
6380	CTSA-IP	354
7436	National Institute of Mental Health (NIMH) Human Genetics Initiative	354
5351	University of Colorado School of Medicine Department of Neurology	350
6474	Autism Chromosome Rearrangement Database: A database of structural variants in autism spectrum disorder	345
2518	PennCNV	344
1557	Type 1 Diabetes Genetics Consortium	343
4418	University of Chicago Human Tissue Resource Center Biospecimen Banking	343
8959	Brain and Body Genetic Resource Exchange	342
2264	NCI Mouse Repository	340
1828	Royal Institute of Technology: PDC	338
6860	NIMH Division of Intramural Research Programs	336
5063	Neuron Navigator	335
1991	Helen Wills Neuroscience Institute	331
5594	NIMH Video	331
3270	Jackson Laboratory Cytogenetic Models Resource	329
5592	Learn about SMA website	329
6523	Transverse Myelitis Association	329
5713	UT Southwestern Medical Center Department of Pathology	328
8338	Digital Fish Library	328
8498	Embase Biomedical Answers	328
12793	Emergency Preparedness and Response	328
1967	National Center for PTSD	327
8154	HPV Sequence Database	327
4778	Knut and Alice Wallenberg Foundation	326
12906	University of Rochester Medical Center Pharmacology and Physiology	326
12875	European Society for Paediatric Urology	324
6012	Doris Duke Charitable Foundation	322
2737	Erasmus MC Department of Neuroscience	321
2616	National Toxicology Program: Department of Health and Human Services	320
3172	HuGE Navigator - Human Genome Epidemiology Navigator	319
8626	Allergen Database for Food Safety	316
6443	Glomerular Filtration Rate Calculators	315
550	National Disease Research Interchange	313
1842	GenABEL	312
2207	EarthChem	312
2943	National Center for Toxicological Research	312
8152	Australian Sheep Gene Mapping	312
4270	University of Minnesota Tissue Procurement Facility	311
3307	Wellcome Trust Centre for Human Genetics	310
3320	Columbia University College of Physicians and Surgeons Department of Pharmacology	307
7121	Genes to Cognition: Neuroscience Research Programme	307
12895	NIDDK - National Institute of Diabetes and Digestive and Kidney Diseases	306
8468	Lausanne Genomic Technologies Facility	303
707	Comprehensive Drug Self-administration and Discrimination Bibliographic Databases	302
4842	Susan G. Komen for the Cure	302
8027	CRE Binding-protein Target Gene Database	302
7391	Ikaros Project	300
8713	Bioserve Global BioRepository	299
13416	SAPALDIA	299
12987	Wisconsin National Primate Research Center	298
396	Projection of Protein Networks across Species	297
547	Indiana University-Bloomington Neuroscience Program	297
5635	Bridging Interventional Development Gaps	297
5630	NIMH Psychoactive Drug Screening Program	296
7315	POPGEN	296
8692	BioInformatics Resource Inventory	295
334	Center for Computational Biology at UCLA	294
4448	Epilepsy Research Ireland	294
127	Symptom Score for Benign Prostatic Hyperplasia	293
8864	GOMO - Gene Ontology for Motifs	293
730	Catalogue for Transmission Genetics in Arabs	291
3334	deCODE genetics	291
11439	National Institute on Alcohol Abuse and Alcoholism	291
3342	Duke University, Pharmacology and Cancer Biology	290
7327	National Alzheimer's Coordinating Center	290
7509	University of Kentucky Medical Center College of Pharmacy	290
3363	Georgetown, Neuroscience	289
1524	Drug-Induced Liver Injury Network	287
5609	Neuroscience and Psychiatry Module 1: Translating Neural Circuits into Novel Therapeutics	286
1870	Sparse Learning with Efficient Projections	283
1928	Shiley-Marcos Alzheimer's Disease Research Center	282
4403	Autism Genetic Resource Exchange	282
8464	Drug Development Pipeline	282
2851	Neurogenetics and Behavior Center	280
1510	Living Biobank	279
7280	Neurogenetics Online	279
4730	IMPACT Prognostic Calculator	278
7078	University of Texas Health Science Center at San Antonio Department of Pharmacology	276
1675	Genes to Cognition - Biological Resources	270
4796	RIKEN Brain Science Institute	270
5613	NIMH Clinical Trials	270
8291	Oregon National Primate Research Center	270
2682	Neuromuscular Models Library	268
4503	Swedish Regional Biobank	268
7462	McGill University Pharmacology	266
5310	University of Colorado at Boulder, Department of Neuroscience	265
1470	anage	263
3333	Creighton University, Department of Pharmacology	263
4199	EVOLUTIONARY FOUNDATIONS FOR THE HUMAN FOREBRAIN	263
149	UW Department of Biochemistry	262
4840	Minnesota Liver Tissue Cell Distribution System	262
6552	DECIPHER	262
2142	SNPSTATS	261
4033	French Muscular Dystrophy Association	260
4505	Defense and Veterans Brain Injury Center	260
10672	Tissue Solutions	259
1150	Earlier versus Later Levodopa Therapy in Parkinson Disease	257
7386	Association of Neuroscience Departments and Programs	257
7407	West Virginia University School of Pharmacy Graduate Programs	257
4983	MD Anderson Pancreas Tissue Bank	256
6913	Noise Enhancement of Sensorimotor Function	256
1081	University of Florida College of Medicine Neuroscience	254
6883	HAMSTeRS - The Haemophilia A Mutation Structure Test and Resource Site	254
6920	NICHD SECCYD	254
9129	BIMBAM	252
9257	LOCUSZOOM	252
2244	RDoC	251
10527	Puget Sound Blood Center	251
4291	Myeloma Tissue Bank	249
7446	Weill Cornell Department of Neurology & Neuroscience	248
10548	Biological Resource Centre - National Institute for Cancer Research	246
13183	NCJDSU	246
5752	CLASSIFI - Cluster Assignment for Biological Inference	245
340	University of Vermont; Vermont; USA	244
6092	John Templeton Foundation	244
9528	Age Related Atrophy Dataset	243
8748	Central Brain Tumor Registry of the United States	242
8936	Kannisto-Thatcher Database on Old Age Mortality	242
4652	Queen Square Brain Bank	241
1468	Epidemiology of Diabetes Interventions and Complications	240
6429	University of Florida, Department of Pharmacology & Therapeutics	239
10556	Barth Syndrome Foundation	239
5775	Cordelier Research Center	237
7025	Bipolar Disorder Neuroimaging Database	237
8345	Caribbean Primate Research Center Program	237
4879	Capital Biosciences	235
8179	CDKN2A Database	235
4135	Childhood Leukaemia Cell Bank	234
8820	University of Pennslyvania Brain Bank	234
1122	Birdseed	233
4266	Scientific American Cross-Check	233
4664	Brain Bank for Autism	233
5106	Damon Runyon Cancer Research Foundation	233
2658	fMRI Research Center at Columbia	232
7047	Stanley Medical Research Institute	232
4530	Biobank of Hospital Clinic - IDIBAPS	231
6621	Research Digest	231
2736	Spinal Research	230
8339	Clinical and Translational Science Awards Consortium	230
1538	National Center for Integrative Biomedical Informatics	229
2753	Society for Research on Nicotine and Tobacco	228
1952	Biomedical Simulations Resource	226
5128	Regions Hospital Alzheimer's Research Center	226
6578	Anxiety Disorders Association of America	226
7972	University of New Mexico Department of Neurosciences	226
12754	IFPMA - International Federation of Pharmaceutical Manufacturers and Associations	226
8728	NIMH Intramural Research Program Clinical Brain Disorders Branch	222
7493	University of Alabama Neurobiology	219
13471	Therapeutically Relevant Multiple Pathways Database	219
1249	snpStats: SnpMatrix and XSnpMatrix classes and methods	218
8942	Matlab Health and Socio-Economic Survey	218
10703	Asterand	218
7158	Australian Government Bureau of Meteorology	217
7495	SIBMED	217
2326	Developmental and Reproductive Toxicology Database	216
4979	Competence Network Heart Failure	215
6292	Genes Cognition and Psychosis Program	215
8843	Neuroscience and Psychiatry Module 2: Fear/Safety Anxiety and Anxiety Disorders	214
8974	Nihon University Japanese Longitudinal Study of Aging	214
13300	NIDA Drug Supply Program	214
13384	Children and Adults with Attention Deficit/Hyperactivity Disorder	214
751	Royal Institute of Technology: Research Project Database	213
6749	AlzGene: Field Synopsis of Genetic Association Studies in AD	213
9406	SNPTEST	213
12777	Joint Commission	213
7984	University of Medicine and Dentistry of New Jersey Pharmacology	212
8908	McMillen Foundation	212
1378	Morpholino Database	211
1450	Vanderbilt University Medical Center Pharmacology	211
1606	NIDDK Information Network	211
7415	RMS	211
1469	NIH Division of Nutrition Research Coordination	210
3094	Effect Size Calculator	210
1984	American Society of Radiologic Technologists	208
6767	NIH Pain Consortium	208
8072	Gladstone Institute of Neurological Disease	206
9292	MINIMAC	206
13156	Ontario Genomics Innovation Centre	206
9902	Jackson Heart Study	205
7964	Topology Data Bank of Transmembrane Proteins	204
8254	Alzheimer's Disease Cooperative Study	204
8432	An Open Access On-Line Breast Cancer Mutation Data Base	204
1113	Human Genetics Laboratory: WFS1 Gene Mutation and Polymorphism Database	203
2050	SFGF	203
6607	CASA	203
2866	Tuschl Laboratory: RNA Molecular Biology	202
4460	National Alliance for Medical Image Computing	202
7219	A statistical framework for genomic data fusion	202
4924	Alzheimer's and Dementia Resource Center	201
13205	Endogenous GPCR List	201
7456	Karolinska Institutet, Clinical Neuroscience	200
2618	College on Problems of Drug Dependence	199
6796	HaploReg	198
7975	VNTR Locus Database	198
13015	Washington University in St. Louis School of Medicine Division of Biology and Biomedical Sciences	198
442	ALS Association	197
8457	Clinical Trial Solutions with PPD	197
13117	Human Genome Epidemiology Network	197
823	BUSM Mass Spectrometry Resource	196
6510	Autoimmunity Centers of Excellence	196
6626	National Genome Research Network	195
7553	ARGONAUTE 2 - A database on mammalian microRNAs and their function in gene and pathway regulation	195
8167	Tulane National Primate Research Center	195
7403	German Graduate Schools of Neuroscience	194
10713	NTNU Systems Biology	194
4472	CardioVascular Research Grid	193
7336	RTDT	193
13287	Effect of Deep Brain Stimulation on Parkinsonian Tremor	193
6656	Descriptions of Plant Viruses	192
5760	Expression Atlas of the Marmoset	190
6987	scn1a	190
2847	General Clinical Research Centers Program	189
4331	Wales Cancer Bank	189
5467	NIMH Multimedia	189
5515	ENIGMA: Enhancing Neuro Imaging Genetics Through Meta-Analysis	188
8292	Southwest National Primate Research Center	188
8798	University of Pennsylvania Center for Neurodegenerative Disease Research	188
5167	RNA-eXpress	187
2127	SNAP - SNP Annotation and Proxy Search	186
7518	University of Missouri Department of Medical Pharmacology and Physiology	186
9223	HAPLOBLOCK	186
8382	Adverse Childhood Experiences Study	185
9201	GENEVAR	185
7169	Biowulf at the NIH	184
9433	iGen	184
6743	NIAID Malaria Research Program	183
1550	TRIGR	182
4300	Alzheimer Society of Ireland	182
4913	UCSF Laboratory for Visual Neuroscience	181
8932	OHSU Brain Institute	181
10629	Biobank Japan	180
8294	Center for Comparative Medicine	178
1527	Frequent Hemodialysis Network Daily Trial	177
4116	DCI Tissue and Blood Procurement Shared Resource	177
5038	Brain Injury Association of Utah	177
6984	A Whole Genome Admixture Scan for Type 2 Diabetes in African Americans	177
1540	SEARCH for Diabetes in Youth	176
4446	Cooperative Human Tissue Network	176
4644	Simons Simplex Collection	176
6074	University of New Mexico; New Mexico; USA	176
6446	Louisiana State University School of Medicine at New Orleans, Health Sciences Center: Neurosciences Center	176
6938	Schizophrenia Research Forum: Published Candidate Genes for Schizophrenia	176
7413	Bernstein Network Computational Neuroscience Germany	176
1543	Urinary Incontinence Treatment Network	175
4695	Toronto Public Library Health Information	175
1495	Behavior Enhances Drug Reduction of Incontinence	174
4233	Osiris Therapeutics	174
6255	Guppy Project	174
7544	Washington University in St. Louis Neuroscience	174
8948	National Nursing Home Survey Follow-Up	174
926	Australia Breast Cancer Tissue Bank	173
6570	Common Fund Protein Capture Reagents	173
8807	Vietnam Era Twin Registry	173
2878	Dystonia Medical Research Foundation	172
6961	Parkinson Alliance	172
7397	Alzheimers Drug Discovery Foundation	172
6577	NINDS Common Data Elements	171
5885	Janus Serum Bank	170
8892	Second Malaysian Family Life Survey	170
9018	Program to Reduce Incontinence by Diet and Exercise	170
3384	Sage Bionetworks	169
1480	Globin Gene Server	168
6176	Mammalian Adult Neurogenesis Gene Ontology	168
12705	University of Rochester Medical Center Neurobiology and Anatomy	168
13388	National Survey of Families and Households	168
13449	THESIAS	168
6824	East Carolina University, Department of Pharmacology	167
6985	AASK Clinical Trial and Cohort Study	167
7163	Budapest Open Access Initiative	167
8844	Systematic Treatment Enhancement Program for Bipolar Disorder (STEP-BD)	167
9067	HELIXTREE	167
4467	Estonian Genome Center	166
5511	The Hamner Institute for Health Sciences: BMDExpress and The multiple-path particle dosimetry	166
9473	False Discovery Rate Weighted	166
1418	Center for Biomedical OCT Research	165
12843	CDC DHDSP	165
26	Epilepsy Foundation	164
715	Oregon State University College of Pharmacy	164
1759	MACH 1.0	164
4945	Erasmus MC Tissue Bank	164
6605	Wake Forest Cynomolgus Breeding Colony	164
7409	International Rett Syndrome Foundation	164
7511	University of Manitoba, Faculty of Medicine, Department of Pharmacology	164
7513	University of Maryland School of Pharmacy, Pharmaceutical Sciences Graduate Program	164
8499	Human Embryogenesis at a glance	163
1539	RiVuR	162
1920	University of California at Berkeley: The Neural Prediction Challenge	162
5835	Major depressive disorder neuroimaging database	162
5845	University of Pittsburgh Bioinformatics Resources Collection	162
1153	NET-PD (Neuroprotection Exploratory Trials in PD): Futility Study I	161
8246	Turkish Human Mutation Database	161
8401	Affymetrix Power Tools	161
9295	MKGST	161
5225	CTSAconnect	160
8075	University of Washington Integrated Brain Project	160
685	Cystic Fibrosis Mutation Database	159
2237	Zebrafish Information Server	159
4609	UK Multiple Sclerosis Tissue Bank	159
6153	Human Epigenome Atlas	159
7428	eMERGE Network: electronic Medical Records and Genomics	159
11340	Leibniz Institute for Age Research	159
5114	Lasker Foundation	158
8902	Census Microdata Samples Project	158
1389	CAMD	157
1463	Acute Liver Failure Study Group	157
3080	Dynamic Regulatory Events Miner	157
7186	Bone Marrow Donors Worldwide	157
343	Washington University in St. Louis; Missouri; USA	156
2783	Short Course on the Genetics and Epigenetics of Addiction National Institute on Drug Abuse: Archived Video	156
3311	Retinal Degeneration Rat Model Resource	156
3601	NICHD Brain and Tissue Bank for Developmental Disorders	156
6416	Alzheimer's Research Forum	156
1096	McGill Global Health Resource Guide	155
5924	DIG IT - Database of Immunoglobulins and Integrated Tools	154
6476	ASPET	154
7504	University of California, Santa Barbara, Pharmacology Undergraduate Program	154
8814	University of Washington Alzheimers Disease Research Center	154
4226	Biobanking and Biomolecular Resources Research Infrastructure (BBMRI)	153
4508	University of Virginia Tissue Culture Facility	153
4957	Wellness Wiki	153
6527	National Kidney Disease Education Program	153
8538	Q-Value Software	153
13375	American Parkinson's Disease Association Information and Referral Center	153
6134	NRCAM	152
6956	Mental Illness Research Education and Clinical Center	152
3329	Glioma Molecular Dignostic Initiatives	151
6439	UCSF Brain Tumor Tissue Bank	151
8613	Cheng Li Lab of Computational Genomics	151
3316	Harvard Brain Tissue Resource Center	150
2734	Wellesley College Neurosciences Program	149
4212	International Biologics, LLC	149
4369	RDCRN Patient Contact Registry	149
6299	Society for Developmental Biology	149
7152	Michael J. Fox Foundation Funded Grants	149
1640	University of California Davis Center for Neuroscience	148
4859	Stanley Medical Research Institute Online Genomics Database	148
1555	Intestinal Stem Cell Consortium	147
7224	Baylor University; Psychology and Neuroscience	147
8568	Retrovirus Tagged Cancer Gene Database	147
9139	CATS	147
2418	Ligand-Gated Ion Channel Database	146
3194	Inter-university Consortium for Political and Social Research (ICPSR)	146
4215	Canadian Breast Cancer Foundation	146
5382	NBIA Disorders Association	146
1688	Sanford-Burnham Neuroscience and Aging Research Center	145
6062	Foundation for Polish Science	145
8385	Australian Medical Bioinformatics Resource	145
4785	Ohio Tissue Resource Network	144
13077	IUPHAR/BPS Guide to Pharmacology	144
4560	University of Miami Tissue Bank	143
4692	National LeioMyoSarcoma Foundation	143
1453	Wake Forest University School of Medicine: Department of Neurology	142
7492	Tulane University Medical Center Department of Pharmacology	142
7738	INFEVERS	142
8822	Layton Center Clinical Data Resources	142
13289	ENDOG	142
658	Pediatric Brain Tumor Consortium	140
1849	ASAP	140
7486	UTHealth at Houston Neuroscience Research Center	140
8396	Affymetrix Gene Expression Service Lab	140
13113	University of Maryland Department of Neuroscience	140
527	ADA GENNID Study	139
2130	Transcription Factor encyclopedia	139
322	Alternative Splicing Annotation Project II Database	138
1678	Proteome 2D-PAGE Database	138
4406	Moffitt Cancer Center Tissue Core	138
6857	aVOR	138
8776	McKnight Foundation	138
38	University of Tennessee Genome Science and Technology	137
93	EPIGEN	137
7398	alz.org	137
10702	Precision Allograft Solutions	137
156	Postgwas	136
666	Virginia Commonwealth University, Department of Pharmacology	136
4382	Case Comprehensive Cancer Center Biorepository and Tissue Processing Core Facility	136
4640	University of Michigan Autism and Communication Disorders Center	136
4902	Cancer Control using Population-based Registries and Biobanks	135
7019	Clair library	135
2422	MIRIAD	134
2843	GenomEUtwin	134
3261	Rat Gene Symbol Tracker	134
4379	Mantle Cell Lymphoma Cell Bank	134
4903	NIH Biospecimens Interest Group	134
5679	Gene Class Expression	134
603	Cardiovascular Proteomics Center	133
2397	Group Level Imputation of Statistic Maps	133
5864	Andrew W. Mellon Foundation	133
1487	National Science Foundation Graduate Research Fellowship Program	132
1735	Baylor College of Medicine, Human Genome Sequencing Center: Sea Urchin Genome Project	132
5347	UC College of Medicine Department of Psychiatry and Behavioral Neuroscience	132
5704	University of Barcelona Statistics and Bioinformatics Research Group	132
6635	CCUG: Culture Collection; University of Goteborg; Sweden	132
6735	Simons Foundation	132
7265	Atlweb: Alternatives to Animal Testing	132
8279	New Iberia Research Center	132
9261	LOT	132
1556	Medical Therapy of Prostatic Symptoms	131
1862	Simons Foundation Autism Research Initiative: Grant Resource	131
1941	University of California at San Diego, Neurosciences Graduate Program	131
3606	National Brain Databank	131
4136	Cleveland Clinic Genomic Medicine Biorepository	131
6554	Office of Behavioral and Social Sciences Research	131
2879	Centre for Vision Research	130
4220	Diabetes Wiki	130
5697	NYU Bioinformatics Group	130
10748	Medical Biobank	130
12934	Louisiana State University School of Medicine, Health Sciences Center: Department of Neurology	130
4658	Telethon Genetic Biobank Network	129
5570	Jackson Laboratory Neurobiology	129
8562	UW Genome Sciences	129
9016	Chronic Renal Insufficiency Cohort Study	129
12804	ImmPort	129
4261	SFARI - Simons Foundation Autism Research Initiative	128
12786	Progeria Research Foundation	128
4704	Repository of molecular brain neoplasia data	127
5930	Shuttleworth Foundation	127
7533	University of Virginia Charlottesville VA. Biomedical Sciences	127
2053	SAMHSAs National Clearinghouse for Alcohol and Drug Information	126
2908	International Spinal Cord Society	126
4520	NINDS Repository	126
7482	Texas A and M Health Science Center College of Medicine Department of Neuroscience and Experimental Therapeutics	126
7684	Genome information broker	126
8164	Amphibian Species of the World	126
13387	Cortical Box Method: Quantitative analysis for gene expressions in rodent cortex	126
701	International Spinal Research Trust	125
779	CELL- PREVEN Project	125
8765	Sanders Brown Center on Aging	125
10624	Rutgers Cell and DNA Repository	125
12230	UD DNA Sequencing and Genotyping Center	125
1264	frappe	124
2818	Drug Information Portal	124
6636	Ligand Expo	124
6664	NCI Breast and Colon Cancer Family Registries	124
9175	R/META	124
10595	Museum of Vertebrate Zoology	124
1483	Sequencing of Idd regions in the NOD mouse genome	123
2396	Online Information Center for Immunohistochemistry	123
5113	Kavli Foundation	123
8461	D. rerio Blast Server	123
8570	Rick Hansen Foundation	123
8857	UCSF Helen Diller Family Comprehensive Cancer Center	123
796	SAGE GENIE	122
922	NeuroBase	122
2044	Rat Resource and Research Center	122
7871	PPD	122
8478	Diabetes Genetics Initiative	122
8494	European Molecular Quality Network	122
1449	National Magnetic Resonance Facility at Madison	121
4189	EGAPP	121
5850	NIGMS Computing Life	121
6172	Brain Resource	121
6703	Digestive Diseases Statistics for the United States	121
8241	RIKEN Omics Science Center	121
8356	Homologous Sequences in Ensembl Animal Genomes	121
11110	Banner Sun Health Research Institute	121
802	Online Education for the International Research Community: AboutIntroduction to Clinical Drug and Substance Abuse Research Methods	120
1485	Bioinformatics Experts	120
1794	BIRDSUITE	120
2290	Autosomal Recessive Polycystic Kidney Disease Mutation Database	120
4368	Marshfield Clinic Biobank	120
5277	Emory Neurology Database	120
6170	GWAS Central	120
6264	RSC Prospect	120
8269	NIA Scientific Resources	120
10529	Nordic Genetic Resource Centre (Plants)	120
12811	Indiana Alzheimer Disease Center	120
2742	Center for Stroke Research Berlin	119
2855	Virtual Physiological Human Network of Excellence	119
3674	Polycystic Kidney Disease Outcomes Consortium	119
7321	Mouse Mutagenesis Center for Developmental Defects	119
7448	Cornell University College of Veterinary Medicine Graduate Field of Pharmacology	119
7997	Charcot-Marie-Tooth Association	119
9010	Clinical Outcomes Research Initiative	119
12206	UCLA Immunogenetics Center	119
13413	eQTL Visualization Tool	119
8085	NIMH Interdisciplinary Behavioral Science Center	118
4352	Dana Farber Tissue Bank	117
4445	EDAR study: biomarkers for Alzheimer's disease	117
