RRID	Resource Name	total mention count
5313	SV40 Large T-Antigen Mutant Database	719
7685	Genome Reviews	712
13367	Ensembl Genome Browser	712
11798	Circos	710
1765	APHIDBASE	701
3457	PROSITE	700
8550	Vienna RNA	693
11290	Hong Kong University; Hong Kong; China	688
12102	Connecting Overlapped Pair-End reads	680
12981	EDNA	680
11936	Prodigal	679
13083	RDP FrameBot	676
5982	CSHL - Hannon Lab	674
1653	BLASTX	673
8546	Neuron-Restrictive Silencer Factor	670
3344	Source BioScience LifeSciences	668
11942	MEGAN	668
1247	Mutation Surveyor	667
7206	PROPHECY	665
726	Perlegen/NIEHS National Toxicology: Mouse Genome Resequencing Project	663
295	CGH Fusion	662
1906	Rosetta Bit	662
11930	GeneMark	659
354	CLC Main Workbench	658
9248	JOINMAP	654
7777	MEROPS	653
8320	ChroMoS	651
10533	Genetic Alterations in Cancer	651
7763	LOCATE: subcellular localization database	649
1228	QUAST	648
3788	Foldit	647
6646	BEDTools	646
9396	SKAT	646
3413	GBSA	645
3417	probeBase	645
13278	PlantNATsDB - Plant Natural Antisense Transcripts DataBase	644
5082	IUPAC CPEP Subcommittee on Electronic Data Standards	643
11971	Euk-mPLoc	643
4706	JGIDB	640
2678	FANTOM DB	638
11095	Argonne National Laboratory	635
1570	NetNGlyc	634
9217	HAP 2	630
8387	Adaptive Poisson-Boltzmann Solver	629
1783	MEME Suite - Motif-based sequence analysis tools	628
5476	Bowtie	627
7202	Family Pairwise Search - Protein Family Classification	627
3279	deFuse	622
4223	PerM	622
10752	SOAPdenovo	622
10240	Computational Biology and Functional Genomics Laboratory at Harvard	616
7960	TargetDB: Structural Genomics Target Search	615
13048	Trinity	615
2920	Hollywood	613
11950	vegan	613
10865	SIPeS	612
3135	mrCaNaVaR	611
5371	Invitrogen Clones	611
1191	ChIPMunk	610
6244	PHYLIP	609
1246	DSK	608
10233	Illumina	608
1802	CASAVA	602
7582	CATdb: a Complete Arabidopsis Transcriptome database	598
13268	SOAPdenovo-Trans	597
552	ESPRIT	595
2358	Genevestigator	595
11010	Vector BioLabs	594
6206	modENCODE	593
11269	J. Craig Venter Institute	593
6317	Agri-environmental Research Data Repository	590
13599	genomics Workbench	587
13356	MEDEA	583
11843	sabre	581
1843	CCAT	574
3095	Primer-BLAST	572
5142	SRPDB	572
8358	Kyte Doolittle Hydropathy Plots	570
12182	Molecule Inc.	570
10903	Piranha	569
4068	ExAc	567
10276	HHpred	566
7440	GEISHA - Gallus Expression in Situ Hybridization Analysis: A Chicken Embryo Gene Expression Database	565
5685	Manatee	561
6928	Arabidopsis Gene Regulatory Information Server	561
2065	Primate Orthologous Exon Database	560
6766	Pre Ensembl	559
10646	UniRef	557
11819	FASTA	557
11793	Integrative Genomics Viewer	556
5261	inGAP	555
8304	Comparative Biomedical Sciences Graduate Program	555
6995	NAST	554
3177	GENEWIZ	553
9395	CPSS	553
6128	UMD-BRCA1/ BRCA2 databases	551
7501	University of Maryland, College Park, MD, Department of Neuroscience and Cognitive Sciences	551
1851	Salk Institute for Medical Research: Laboratory for Cognitive Neuroscience	550
3301	Cotton EST Database	550
3352	PIRSF	544
1363	Integrated DNA Technologies OligoAnalyzer	541
1360	UNAFold	540
7173	Biopython	540
2803	Predictions for Entire Proteomes	534
3592	Enhancer Trap Line Browser	533
7165	BOXSHADE 3.21	532
12989	Human Genome Variation Society	531
6390	Computational Genomics Analysis Tools	529
8605	Gene Expression Profile	528
3935	Sartorius	525
1604	SeqScape Software	521
6914	FAOSTAT	521
11662	University of Maryland; Maryland; USA	518
2892	Wasserman Lab Online Software Tools	515
2383	JGI Genome Portal	514
13459	NoPdb: Nucleolar Proteome Database	512
7599	Ciliate IES-MDS database	511
9071	BAMA	511
5130	sRNAMap: Small Noncoding RNA MAP	510
12551	Oxford Gene Technology	508
10936	Asterias	506
11928	FGENESH	504
7925	SIEGE- Smoking Induced Epithelial Gene Expression	503
2172	Genoscope	502
10777	MutationTaster	502
4509	SPInDel	500
4999	CARMA	500
7707	Kinomer	498
10883	LASAGNA-Search	497
3195	Smart Assays	490
8143	Fungal Genetics Stock Center	489
12821	ANNOVAR	489
11822	TBLASTN	487
7609	ConSurf-DB	486
3499	RegulonDB	485
7139	COG	485
13107	Adenylate Uridylate-rich-Rich Element-Containing mRNA Database	485
13433	Dali Server	485
5045	ESPRIT-Tree	483
3543	MapMan	482
11809	Infernal	477
11106	Babraham Institute	476
3332	PhosPhAt	475
12955	PubMLST	475
1810	SPADE	472
7809	MPIM - Mitochondrial Protein Import Machinery	470
2449	EDAS - EST-Derived Alternative Splicing Database	468
8992	GMAP	464
2150	High Throughput Genomic Sequences Division	463
2623	DMPTool	463
2817	Genomes Online Database	460
8665	Jackal	460
3380	BestKeeper	459
5486	MOSAIK	459
8618	Fluxus Engineering	458
8558	LAGAN	456
9273	MAPCHART	454
13498	Aminoacyl-tRNA synthetase database	453
3398	BrainTrap: Fly Brain Protein Trap Database	451
5269	Scripture	451
4905	VMD	449
2996	MITOMAP - A human mitochondrial genome database	448
10278	DataMonkey	448
4616	BAMS Neuroanatomical Ontology	447
4559	PGN	446
11779	CGView	446
7475	St. Louis University Medical School Pharmacology and Physiology	444
10910	BWA	443
1439	BioCARS	441
8422	Bahler Laboratory: Genome Regulation	437
6452	NIST Standard Reference Data	435
2384	Cancer Genomics Consortium	434
2519	pIRS	433
9947	MSU X-ray Crystallography Core Laboratory	433
1975	Center for Computational Medicine and Biology	432
6465	Kabat Database of Sequences of Proteins of Immunological Interest	431
11546	Stowers Institute for Medical Research	428
186	FlexX	424
10961	OligoArray	424
2260	COSMIC - Catalogue Of Somatic Mutations In Cancer	423
253	Polytechnic University of Madrid; Madrid; Spain	422
3064	PDP++ Software Home Page	422
4800	Apo and Holo structures DataBase	422
8560	Regulatory Sequence Analysis Tools	420
131	SPAdes	419
7704	Highly Expressed Genes Database (HEG-DB)	418
12826	NCL Resource - A gateway for Batten disease	418
9021	CARP	417
13032	SWISS-MODEL Repository	415
4605	GSDS - Golden State Donor Services	414
2664	libmgf	412
128	DOCK	408
1647	Cuffdiff	408
3089	In-Silico PCR	407
2152	NextGen Sequence Databases	402
5629	Staden Package	401
6969	ProDom	398
13024	MIReNA	398
10771	HomSI	396
13453	ApiDB ToxoDB	396
13331	ApiDB PlasmoDB	395
1909	Pecan	394
3108	MethDB	394
6213	QTL Archive	394
9362	Quip	394
9182	GAIA	393
4154	PATRIC	392
7757	NECTAR	391
10835	tRNAscan-SE	388
4104	WholeCellKB	384
6105	RIO-DB - Research Information Database	382
9332	POWERMARKER	378
9291	Gzip	377
7329	EVORA	372
8057	UCHIME	371
3218	FundRef	370
7747	IPD-HPA - Human Platelet Antigens	369
9002	TRAP	369
4362	VIROME	364
5651	DiProGB	364
689	SOAP	363
6989	agriGO	363
4961	XP-CLR	362
7770	Thermodynamic Database for Nucleic Acids	362
839	LDB/LDB+	357
1875	TCW	357
1156	khmer	356
2214	ARK-Genomics: Centre for Functional Genomics	356
12079	SlideSort-BPR	356
4514	Soybean Ontologies	355
2350	Fungal Databases	354
810	EMBL - Bork Group	352
3126	HYDEN	352
1562	pdb-care	351
11958	AutoDock Vina	349
1697	Cold Spring Harbor Protocols: Collected Resources - Behavioral Assays	347
6566	Leiden Open Variation Database	347
8423	BiQ Analyzer: A Software Tool for DNA Methylation Analysis	346
10963	Picky	345
4814	MG-RAST	344
4613	GeneDB Lmajor	342
6590	Pseudomonas Genome Database	342
4161	MSG	341
6600	MaizeGDB	341
5326	Assembly Likelihood Estimator	340
6765	GASiC	338
2148	Gene Index Project	336
6565	GigaScience	333
1916	Ray	332
10825	rSW-seq	332
7731	IARC TP53 Database	331
12384	LGC Genomics	328
5315	Plant Genome Resource at JGI	327
8424	Biacore Life Sciences	327
5449	MLML	326
10245	MLST	326
2277	AceView	325
5620	TRANSFAC	325
1711	German Collection of Microorganisms and Cell Cultures	324
8251	Joint Center for Structural Genomics	324
5514	HTSeq	323
733	Drosophila RNAi Screening Center	322
3204	PHAST	322
5184	PHAge Search Tool	322
5742	ESTScan	322
2956	Amplify	321
6511	PDBsum	321
7161	Sol Genomics Network - Bulk download	320
13295	Swiss-PdbViewerDeepViewv4.0	320
5569	HiCUP	319
2389	Honey Bee Brain EST Project	318
9026	NetOGlyc	318
3264	Geospiza	317
11891	IDBA-Tran	316
9210	GLIDERS	314
2835	Exonic Splicing Enhancer Finder	313
9087	GENEPOOL	313
4383	SNiPer-HD	312
7024	Mammalian Gene Collection	312
2036	Candida Genome Database	311
2472	WoLF PSORT	311
9190	GENEFINDER	310
6764	Invertebrate Brain Platform	309
8055	Salk Institute for Biological Studies: Jude Mitchells Neuron Exchange and Matlab Analysis	309
8619	Gnuplot	307
1159	Transposon Insertion Finder	304
6169	ClinVar	304
6650	TIGAR	304
1374	Resource for Biocomputing Visualization and Informatics	302
11802	Gobe	302
2790	TherMos	301
8116	Human Cancer Protein Interaction Network	300
3041	DIALIGN	298
6533	Roslin Institute	298
8434	Critical Assessment of Techniques for Protein Structure Prediction	298
6668	SUB-cellular location database for Arabidopsis proteins II	297
6849	VARSCAN	297
2410	Marine Biological Laboratory	296
5700	MolGen	296
8508	ExPASy Aldente Peptide Mass Fingerprinting tool	294
8522	FoldX	293
13166	PlantGDB	293
10982	Hawkeye	291
11234	Georgia State University; Georgia; USA	291
2140	Leica TCS SPE	289
6610	RAP-DB	289
8602	Zymo Genetics	289
6302	VICUNA	288
7787	Gene Regulation Programs	288
11841	cutadapt	288
12034	Algal Functional Annotation Tool	288
563	GERP	287
952	Australian Research Council	287
958	Catholic University of the Sacred Heart; Milan; Italy	285
8365	Secondary Structure Matching	285
13325	Homologus	284
12930	CSAR	283
2161	Protein Structure Initiative	281
4278	BOLD	281
2898	CODEHOP	279
10440	Tribolium Ontology	279
3255	Nucleic Acid Database	278
7867	PolyA DB	277
9051	ARLEQUIN	277
10266	Phylogeny.fr	276
11867	htseq-count	276
4944	European Genome-phenome Archive	275
13027	RSEM	274
13157	Sanger: Danio rerio Sequencing Project	274
3652	RINS	273
2354	DBTSS: Database of Transcriptional Start Sites	272
5263	PEMer Package	272
2874	CBS Prediction Servers	271
6081	Gordon and Betty Moore Foundation	270
2937	ATandT Labs Research - Software Tools	269
7607	COMe - Co-Ordination of Metals etc.	269
7675	GeneTrees: A Phylogenomics Resource	268
7827	ODB - Operon database	268
9349	QTL Cartographer	267
12342	University of Western Australia; Perth; Australia	267
2456	eggNOG	264
4953	HSSP	263
7665	FATCAT Flexible Structural Neighborhood	263
7696	GrainGenes	263
6151	NCBI Epigenomics	262
11811	MAFFT	262
12762	Genetic Information Research Institute	262
10750	Celera assembler	261
2151	STRUCTURE	260
7823	Nonribosomal Peptides	259
7976	Xpro	259
5095	Cereal Plant Development Ontology	258
6525	Picard	257
13321	psRNATarget	257
6763	GENORM	256
8234	Proteome Analyst PA-GOSUB	256
2137	Organelle Genomics	255
5497	WHAM	255
10258	SIGnAL Salk Institute Genomic Analysis Laboratory	255
351	ARACHNE	254
2303	CGSC	254
8419	BLAST Similarity Search	254
2115	Protein families database of alignments and HMMs	253
3440	Chinese University of Hong Kong; Hong Kong; China	252
11855	Genomatix Solutions	252
3506	Human Experimental/FunctionAL MaPper: Providing Functional Maps of the Human Genome	251
11821	PatMaN	251
5763	PeptideMapper	249
13306	Crossbow	249
1786	CQN	248
1799	BREAKDANCER	247
2939	HS3D - Homo Sapiens Splice Sites Dataset	247
5398	JCVI CMR	247
7554	Alternate Splicing - induced ALteration of Protein Structure	247
8192	Anno-J	247
12008	Bioinformatics Organization	247
12973	Ringo	247
5191	SnpEff	246
6974	Dali database	246
9000	SSRL Structural Molecular Biology	246
11911	Genovo	246
3796	Jmol	245
4333	Genopole	245
5622	STAR	245
6469	Hereditary Hearing Loss Homepage	245
7088	ESEfinder 3.0	245
11330	John Innes Centre; Norwich; United Kingdom	245
151	GISTIC	242
4210	Online Nucleosomes Position Prediction by Genomic Sequence	242
4986	Minia	242
7395	GEB	242
12766	EXCAVATOR-tool	242
12941	Replication Domain	242
7808	MPDB - Molecular Probe Database	241
7829	OGRe - Organellar Genome Retrieval	241
1940	BAliBASE	239
7105	CD-HIT	239
7902	RNRdb	239
3267	nematodes.org	237
8402	Agadir	237
4490	Transporter Classification Database	236
5196	Strepto-DB	236
2580	BioStar	235
48	Batman-Seq	234
2337	PolyPhred	234
3020	ISFinder	234
5032	FlyAtlas: the Drosophila gene expression atlas	234
7044	Amino Acid Index Database	234
7802	BRIG	234
10498	Bayer CropScience	234
1370	DDBJ Sequence Read Archive	233
8517	Fluxus	233
687	TMAP	232
7043	TriTrypDB	232
10783	PMut	232
262	rsem-simulate-reads	231
11896	Oases	231
13368	The Delarue Group	231
13458	pTARGET	231
1339	DEDS	229
10824	readDepth	229
13025	MIREAP	229
6402	PhyloBayes	228
291	DNASTAR: Lasergene Core Suite	227
7330	Taipan	227
10271	BIOBASE Corporation	227
11854	DNASTAR: Lasergene Genomics Suite	227
13428	PLACE- A Database of Plant Cis-acting Regulatory DNA Elements	227
242	Galaxy Cistrome	226
600	NVM	226
1753	Database for Antisense Oligonucleotides Selection and Design	226
8186	Extended Alternatively Spliced EST Database	226
12733	Retinal Information Network	226
5493	JCVI TIGRFAMS	225
7245	Next-Gen Sequencing	225
13374	Kidney Development Database	225
1946	BarleyBase	224
7723	Homeobox Genes DataBase	224
13026	miRDeep-P	224
8612	dCAPS Finder	222
10809	WEP	222
11919	BLAT	220
6135	mitopred	219
11813	ProbCons	219
12960	miRDeep*	219
9360	RHMAP	218
12756	Genome Database for Rosaceae	218
7039	SCOP: Structural Classification of Proteins	217
8439	CIPRES Science Gateway	217
10269	The Li Lab at UCSF	217
2414	VennDiagram	216
6587	ESPript 2.2	216
1026	ACGT Inc.	215
13583	diffusion TENSOR Visualizer	215
10829	miRDeep	214
12999	GRASSIUS	214
3004	IPD - Immuno Polymorphism Database	213
10248	UCL Bioinformatics Group	213
11153	CIRAD	213
12617	Biogazelle	213
740	PMAP	211
4341	Schistosoma mansoni Database	211
9284	MAPQTL	210
2058	TRIP Database	209
10890	NPS	209
4688	SEVENS	208
5498	SMALT	208
12735	European ribosomal RNA database	208
7199	Atlas of Genetics and Cytogenetics in Oncology and Haematology	207
8680	Ensembl Plants	205
12560	DNAcopy	204
5784	SGD Gene Ontology Slim Mapper	203
6516	SAAP-RRBS	203
11818	T-Coffee	203
10716	Boyce Thompson Institute for Plant Research	202
7250	CAP3 Sequence Assembly Program	201
5507	MicrobesOnline	200
5550	CGAT	200
10602	SOAPsnp	200
10875	AlignACE	200
13401	Tree families database	200
7930	SISYPHUS	199
8132	Database of expressed sequences or mRNA	199
3209	QGene	198
6553	Genome Reference Consortium	198
7610	CORG - A database for COmparative Regulatory Genomics	198
7102	Rickettsia Genome Database	197
10277	Bioinformatics Toolkit	197
3362	PLANTTFDB	195
6881	BarraCUDA	195
7965	TPMD - Taiwan polymorphic microsatellite marker database	195
8033	Gene Regulation Databases	194
11812	MUSCLE	193
12890	Trowel	193
7230	High Quality SNP Database	192
1184	VAAL	191
4642	ModBase	191
6127	NMR Restraints Grid	191
7605	coliBase	191
2808	Batch Oligo Selection Script	190
4893	Protein Biotechnologies	190
5099	Alfred P. Sloan Foundation	189
6756	Cscan	189
8918	TopFIND	189
12806	SDAP: Structural Database of Allergenic Proteins	189
10216	IWT	188
10967	ROSO	188
13194	Tuxedo	188
6318	Amazon Web Services Public Data Sets	187
7097	DisProt - Database of Protein Disorder	187
8480	DEGseq	186
586	drFAST	185
6606	APD	185
7931	Variant Effect Predictor	185
13168	Custom DNA Constructs	185
4710	UnifiedGenotyper	184
5604	Bismark	184
12017	methPrimerDB	184
336	National Institute for Basic Biology; Okazaki; Japan	183
196	Surflex-Dock	182
3140	FastSNP	182
5583	MethylomeDB	182
398	Protein-RNA Interaction Database	181
2437	EcoGene	181
4002	GigaDB	181
7861	Plant MPSS	181
2132	EPD	180
4919	HMP Data Analysis and Coordination Center	180
9065	GENECLASS	180
13362	GENSCAN Web Server at MIT	180
7917	SDR: Specificity-Determining Residues in Protein Families	179
3081	Primer3Plus	178
9496	iMir	178
11848	Trimmomatic	178
7839	OrthoMCL DB: Ortholog Groups of Protein Sequences	177
11810	Kalign	177
2626	GeneSeer	176
13076	Japanese Single Nucleotide Polymorphisms	176
11502	Rothamsted Research; Harpenden; UK	175
2179	VAAST	174
2485	Eukaryotic Promoter Database	174
5741	ZMM	174
6208	Human Epigenome Browser	174
7737	Imprinted Gene Catalogue	174
14555	cBioPortal	174
3534	FSSP - Families of Structurally Similar Proteins	173
5056	SSPACE	173
11552	Swedish Research Council	173
13089	Mobyle@Pasteur	173
7822	NONCODE	172
12948	PhyloTree.org	172
2945	mtDB - Human Mitochondrial Genome Database	170
7926	SilkDB	170
3058	Distant Regulatory Elements	169
3166	MiST - Microbial Signal Transduction database	169
3331	PHI-base	169
7800	Mitome	169
1982	SGA	168
3857	Roslin Cells	168
3934	Mosaic Systems	168
5145	PANTHER Evolutionary analysis of coding SNPs	168
2676	Community Cyberinfrastructure for Advanced Marine Microbial Ecology Research and Analysis	167
2875	COnsensus-DEgenerate Hybride Oligonucleotide Primers	167
4396	Sulfolobus Database	167
8283	Alcohol and Drug Abuse Institute, University of Washington	167
7216	ESTIMA - Expressed Sequence Tag Information Management and Annotation	166
12276	ContigExpress	165
229	ChromasPro	164
8168	BayGenomics	164
8609	CpG Island Searcher	164
10261	Nomenclature for the description of sequence variants	164
13283	ChimeraSlayer	164
6531	Connexin-deafness	163
7419	G Protein-Coupled Receptor Data Base	163
8581	DeRisi Lab	163
1586	DEAPdataset	162
5803	UniPROBE	162
11118	Biotechnology and Biological Sciences Research Council	162
1442	Macromolecular Crystallography Research Resource	161
2299	CampyDB: Campylobacter Database	161
5483	GSNAP	161
1558	CisGenome	160
8149	Dictyostelium discoideum genome database	160
8431	Bork Group's WU-BLAST2 Search Service at EMBL	160
718	Sequencing Analysis Software	158
7973	VISTA Enhancer Browser	158
10742	ALLPATHS-LG	158
11844	Scythe	158
459	MAXCHELATOR	157
12304	BEETL	157
10904	MeRIP-PF	155
11309	Institute of Biology and Chemistry of Proteins; Lyon; France	155
12561	Neuro-Zone	155
263	RNAmotifs	154
2841	Sea Urchin Genome Project	154
6963	PLEXdb - Plant Expression Database	154
7748	IPD-KIR - Killer-cell Immunoglobulin-like Receptors	154
5516	Hadoop-BAM	153
5728	DBD - Slim Gene Ontology	153
7172	Bioscreen C MBR	153
7692	GOBASE- The Organelle Genome Database	153
3492	Human Variome Project	152
4865	VariationHunter	152
6939	GtRNAdb - Genomic tRNA Database	152
7615	CyanoBase	152
1151	skewer	151
7606	Colibri	151
2047	ASPGD	150
2755	Gabi Primary Database	150
5912	Universal Numerical Fingerprint	150
7914	SBASE	150
8681	Ensembl Fungi	150
5883	Oomycetes Soybean EST Database	149
7943	SNP500Cancer	149
10797	Phylogeny Programs	149
12810	tRanslatome	149
5907	Vector Database	148
7824	NPD - Nuclear Protein Database	148
8583	Wildlife disease information node	148
9022	Disaccharide Database	148
11450	Nencki Institute of Experimental Biology; Warsaw; Poland	147
11760	VIB; Flanders; Belgium	147
11908	RobiNA	147
13352	DSAP	147
13423	CCDB - The CyberCell Database	147
2284	AMEDEO: The Medical Literature Guide	146
3082	e-PCR	146
5470	TIGR Plant Transcript Assembly database	146
13313	Francisella tularensis Genome Research	146
5661	TRED - Transcriptional Regulatory Element Database	145
6730	HGVS Locus Specific Mutation Databases	144
8637	Lowe Lab tRNAscan-SE	144
11859	NextGENe	144
13409	Pairwise Conservation Scores - An Algorithm to Identify Conserved K-mers	144
