RRID	Resource Name	total mention count
8830	Functional Neurogenesis	131
3490	MGH-USC Human Connectome Project	130
11323	pClamp	130
2656	National Biomedical Computation Resource	129
2759	SumsDB	129
7107	University of California at San Diego, National Center for Microscopy and Imaging Research: Manual Align RTS2000	129
5401	NIF Literature	126
5588	NIMH Image Library	125
12809	USC Multimodal Connectivity Database	125
1579	EEG time series Data Sets	124
6099	PyMVPA	124
2293	Functional Regression Analysis of DTI Tract Statistics	121
2894	Neuroscience Information Framework	121
6569	INCF Japan Node	120
8529	GD Graphics Library	120
2716	Synapse Web Reconstruct	119
6921	Virtual Human Embryo	119
7127	Mouse Brain Atlases	119
14246	ImageQuant	119
635	Pathline	118
10989	Laragen	118
470	Non-Human Genome Segmental Duplication Database	117
6927	FEI face database	117
4890	EEG / ERP Data Set	116
5361	1000 Functional Connectomes Project	115
7028	VAMCA	115
13274	GLOM MAP is a toolbox written for the MATLAB development enviroment	115
9515	Task Independent Fluctuations Discussion	114
5280	Johns Hopkins Laboratory of Brain Anatomical MRI	113
2218	Cluster reporter	112
2301	Center for the Neural Basis of Cognition	112
4461	BrainNet Europe	112
9593	LONI De-identification Debablet	112
2468	Primate Cortical Connectivity Database	111
6046	Atrophy Simulation Package	111
13252	Kennedy Krieger Institute	111
2159	BD LSR II Flow Cytometer	110
3241	CHILDES database	110
6798	NeuroSynth	109
6535	Generate Pseudo-Random Numbers	108
4239	Yogo Data Management System	107
7421	Virtual Cell at the National Resource for Cell Analysis and Modeling	107
9057	POWER	107
11375	Max Planck Institute for Human Cognitive and Brain Sciences; Leipzig; Germany	107
2606	UNC Human Brain Atlas	106
2666	Center for Research in Biological Systems	106
13598	Theoretical and Computational Biophysics Group (TCBG)	106
450	Bio-Formats	105
2099	Surface-Based Atlases	105
2853	Virus Particle ExploreR	105
10649	CellProfiler Analyst	105
7017	Image Workflow	104
2589	Web Interfaces for Multiscale Images	103
7970	VIPERdb	103
4162	NITRC-IR	102
6722	Zebrafish Atlas	102
7277	CoCoMac	102
7297	Neuroscience Database Gateway	102
13675	Somatostatin Receptor SSTR2A Peptide Fragment	102
8090	3D MRI Atlas of Mouse Development	101
2506	Normative Independent Component Analysis	100
3755	MARCAR	100
4494	HelioScan	100
13672	ZEN Digital Imaging for Light Microscopy	100
14363	Optseq	100
2439	Mindboggle-101 atlases	99
5564	Bisque	99
11370	Max Planck Institute for Biological Cybernetics; Tubingen; Germany	98
12774	National Bio Resource Project for the Rat.	98
13655	Human Brain Project	98
3048	XNAT - The Extensible Neuroimaging Archive Toolkit	97
6031	Simulator for Neural Networks and Action Potentials	97
9512	Non-rigid groupwise registration method	96
1668	Archives of Neurology	95
6847	Nonhuman Primate Transplantation Tolerance Cooperative Study Group	94
10302	DICOM Controlled Terminology	94
2488	NIDB - Neuroinformatics Database	93
2516	ParaView	93
6331	Centroid Trajectory Analysis	93
6394	Functional Connectivity Toolbox	92
6571	PsychoPy	92
9012	Neural Decoding Toolbox	92
11146	Centre for Cellular and Molecular Biology; Hyderabad; India	92
13152	TRACULA	92
765	LONI Visualization Tool	91
1444	National Biomedical Center for Advanced ESR Technology	91
2789	Dana Foundation	91
3015	GenePaint.org	91
12139	DHAC	91
2402	Neuroanatomy Atlas	90
2481	Automatic Segmentation Tool Adapter	90
7385	Open Access Series of Imaging Studies	90
3818	MRC Cognition and Brain Sciences Unit	89
6131	Human Brain Atlas	89
11878	VMware	89
2861	Worm Image Database	88
1813	Brain Machine Interface Platform	87
1994	Internet Brain Segmentation Repository	87
2007	Wavelet-based Image Fusion	87
4232	Open Connectome Project	87
4320	Simbios	87
8849	OME - Open Microscopy Environment	87
1112	MBL - The Mouse Brain Library	86
1190	I Do Imaging	86
1939	National Center for Microscopy and Imaging Research: Jinx	86
7182	Bayesian Analysis of Common NMR Problems	86
6623	BrainSuite	85
8657	JIV: A 3D Image Data Visualization and Comparison Tool	85
2249	Virtual brain	84
7007	The WWW Virtual Library: Model Organisms	84
380	AS-Peak	83
2812	Blind Source Separation and Independent Component Analysis	83
2986	BioImage Suite: Image Analysis Software Package	83
5974	Object-Oriented Development Interface for NMR	83
8646	V3D	83
9601	MagPro Magnetic Stimulator	82
10286	ABA Adult Mouse Brain Ontology	82
10635	National Centers for Biomedical Computing	82
10738	DFLAT	82
12988	ZEBrA: A Zebra Finch Brain Expression Atlas	82
3355	Niftilib	80
6397	Antibody Registry	80
7060	Digital Anatomist Interactive Atlases Project	80
7150	Computational Neuroanatomy Group	80
8797	Probabilistic atlas of the human cerebellum	80
2145	NeuroMorpho.Org	79
7214	Frontiers Community: A Network that Serves researchers	79
13141	Neuroimaging in Python	79
1658	IPython	78
2577	scikit-learn	78
4133	3DSwap	77
5624	NIMH Resources for Research Training and Career Development	77
8321	Components And Tools for Accessible COmputer Modeling in (neuro)Biology	77
8361	National Resource for Aplysia	77
9595	Lipsia	77
6369	Rat Brain Atlas of Paxinos and Watson	76
6371	Human Nervous System Neuroanatomy	76
8650	Rhesus Macaque Atlases for Functional and Structural Imaging Studies	76
67	Image Registration Toolkit	75
2287	The Basics of MRI	75
2511	PANDA	75
3486	Subcellular Anatomy Ontology	75
5093	Eurexpress - A Transcriptome Atlas Database for Mouse Embryo	75
5839	IXI dataset	75
8069	National Center for Microscopy and Imaging Research: SAGE	75
1462	MedINRIA	74
2478	Group ICA Of EEG Toolbox	74
2703	Super Drug Database	74
3487	L-Measure	74
7281	Mouse Atlas Project	74
1161	LONI Pipeline Processing Environment	73
7771	Max Planck Unified Proteome Database	73
9472	FSL extensions	73
2238	aBEAT	71
10285	SigmaStat	71
1712	Duke - University of North Carolina: Brain Imaging and Analysis Center	70
3090	Neuro Systems and Graphics Computing Laboratory	70
5638	Internet Analysis Tools Registry	70
8661	LAPACK linear algebra library	70
11216	European Research Council	70
2347	INCF Software Center	69
6891	Gait in Parkinson's Disease	69
7117	NIfTI Data Format Working Group	69
9960	OHSU Advanced Imaging Research Center	69
10518	Clinical Informatics Wiki	69
13606	Scholarpedia	69
13282	Gtk-based Analyze Image Viewer	67
14196	VBM toolbox	67
478	Neurosciences on the Internet	66
1868	Spike Train Analysis Software by Attila Szucs: Orbital Spike 4	66
3014	CBU Imaging Wiki	66
4433	Gray Matters	66
6868	PhysioToolkit	66
6903	Pythonxy	66
2489	NIPY	65
12844	Tools in NeuroML	65
3386	NEMO Ontology	64
5940	Amides: A Medical Image Data Examiner	64
6556	Neurotechnology Industry Organization	64
7380	Primate Info Net	64
8749	WU-Minn Consortium: Human Connectome Project	64
445	ICBM Subject Database	63
2100	Pathway Analysis Tool for Integration and Knowledge Acquisition	63
4550	Open Medicine Live Wiki	63
7283	LONI Image Data Archive	63
9619	elastix	63
13662	Small-world Network Analysis and Partitioning	63
1401	UCSD Center for NMR Spectroscopy and Imaging of Proteins	62
2925	Mind Research Network	62
3531	BAMS Cells	62
5391	EMAGE Gene Expression Database	62
6934	Scalable Brain Atlas	62
7279	German Neuroinformatics Node	62
8851	BrainPeps	62
13673	Leica LAS AF Image Acquisition Software	62
3323	LONI Software	61
6123	Tabels	61
6145	MICe - Mouse Imaging Centre	61
9531	BSMac	61
2252	MR Connectome Automated Pipeline	60
2425	MS lesion segmentation challenge 2008	60
2497	NeuroImaging Analysis Kit (NIAK)	60
2802	LONI Software Applications	60
3582	KNOSSOS	60
8514	Fast Light Toolkit	60
2546	SPHARM-PDM Toolbox	59
3502	Beijing: Short TR Study	59
6467	Atlas of Living Australia	59
11492	Rensselaer Polytechnic Institute; New York; USA	59
2545	SPHARM-MAT	58
2609	Vaa3D	58
7012	Jinx	58
11887	Globus Genomics	58
10665	Medical Imaging	57
9445	Brain Segmentation Testing Protocol	56
1448	National Resource for Automated Molecular Microscopy	55
2482	DTI-TEMPLATE-RHESUS-MACAQUES	55
6126	Human Imaging Database	55
7389	Molecule pages in neurobiology	55
9589	Jim	55
13668	FP-CIT SPECT brain template in MNI space	55
3327	Brede Database	54
4063	Spike Sorting Evaluation Project	54
4096	Mouse Connectome Project	54
6357	Rambo3D	54
7418	Allen Mouse Spinal Cord Atlas	54
8031	Multiscale Object Orientation Simulation Environment	54
9714	CHB Magnetic Resonance Imaging	54
13582	International Behavioral Neuroscience Society	54
1377	3DVC	53
2655	National Center for Microscopy and Imaging Research	53
3148	Center for Magnetic Resonance Research	53
6508	MITRE Neuroinformatics	53
7346	Brain Computer Interface 2000 Software Package	53
8768	Society for Neuroscience	53
8927	The Cancer Imaging Archive	53
11242	Michigan State University; Michigan; USA	53
12784	Interactive Fly	53
13628	SBIA	53
155	Morphometry BIRN	52
1427	Open Colleges Interactive Brain	52
3932	Git	52
4389	ORION Software	52
4847	Rocky Mountain Tissue Bank	52
5135	Brain atlas of the common marmoset	52
6593	NiftyReg	52
9560	DTI-Reg	52
10559	NIH Blueprint NHP Atlas	52
13619	Nonparametric Prediction Activation Influence Reproducibility re-Sampling	52
1808	Atlas3D	51
1971	Prediction of Activity Spectra for Substances	51
2455	NeuroScope	51
3550	AAL	51
8262	DIADEM Challenge: DIgital reconstruction of Axonal and DEndritic Morphology (DIADEM) Software Development Competition	51
9647	resting-state pediatric imaging template	51
1631	NIF Web Services	50
1646	An Integrated Multiple Structure Visualization and Multiple Sequence Alignment Application	50
2561	Source Information Flow Toolbox	50
6716	National Resource for Quantitative Functional MRI	50
8005	Center for Bio-Image Informatics: bioView3D	50
8663	Protein Subcellular Location Image Database	50
13228	Expectation-Maximization Segmentation	50
13317	Computational Neurobiology and Imaging Center	50
14198	Adobe Illustrator CS6	50
5357	Neuro Bureau	49
7295	WormAtlas: A Database of Behavioral and Structural Anatomy of C. elegans	49
9339	PROFILER	49
9529	B0 and eddy current correction for DTI	49
811	Google Project Hosting	48
868	imcalc: SPM batch image calculator	48
1845	Rafael Yustes Laboratory	48
7149	Cellular Imaging and Analysis	48
9480	Functional Connectivity Community	48
9584	HERMES	48
12822	MATCONT and CL MATCONT: Continuation Software in Matlab	48
13674	Corel Graphics Suite	48
4178	UniLib	47
5416	INCF Funding	47
7081	SurfStat	47
8170	Biological Information Browsing Environment	47
9484	GAMMA	47
9631	NITRC Community	47
11180	Dartmouth College; New Hampshire; USA	47
116	Neural Circuit Tracer	46
1684	MRI CVPR	46
6063	High Resolution Mouse Brain Atlas	46
7326	BIRNLex	46
8275	MultiPhase-SEG	46
11562	Telemedicine and Advanced Technology Research Center	46
13439	National Center for Microscopy and Imaging Research: Montage RTS2000	46
14222	Coot	46
1517	Brain Gene Expression Map	45
2184	Mini Analysis Program	45
5994	Artifact Detection Tools	45
7390	Cognitive and Emotional Health Project: The Healthy Brain	45
9482	Functional and Structural Neuroimaging Journals Listing	45
9549	INVIZIAN	45
1811	Neural Systems and Graphics Computing Laboratory: Micro3D Software	44
3447	miniTUBA	44
5657	HeadIT	44
6971	MRtrix	44
8724	Alzheimer's Foundation of America	44
9870	Hunter Flow Cytometry Facility	44
14226	MolProbity	44
641	Zebra Finch Brain Atlas	43
2398	NeuroSpin MEG	43
4866	Biomedical Computation Review	43
5838	brain-development.org	43
7680	GenePaint Interactive Anatomy Atlas	43
8590	WinLTP	43
9478	Fluid Registration and Atlas Toolkit	43
1745	Internet Atlas of Histology	42
2171	NITRC Computational Environment	42
3210	SigmaPlot	42
5402	NeuroLex	42
6286	Shanoir	42
7662	FlyEx	42
8696	Neuroscience Online: An Electronic Textbook for the Neurosciences	42
9570	EEProbe	42
10357	Mental State Assessment	42
11035	Australian Microscopy and Microanalysis Research Facility	42
11181	Dalian University of Technology; Dalian; China	42
13726	G*Power	42
1423	Center for Functional Neuroimaging Technologies	41
8225	Pacific Rim Applications and Grid Middleware Assembly	41
8397	Track-HD	41
8466	Cython C-Extensions for Python	41
8648	The NeuroScience Network	41
10455	SyStat	41
10470	ACID	41
1413	Computer Integrated Systems for Microscopy and Manipulation	40
2186	Midas Platform	40
2234	Computational Morphometry Toolkit	40
5990	ArtRepair for robust fMRI	40
6986	Neural Connections	40
8087	HHsim: Graphical Hodgkin-Huxley Simulator	40
9627	iView X MRI-LR - Eye Tracking for fMRI	40
14212	Origin	40
1195	DicomWorks	39
1226	Brain Windows	39
2868	Patterns of Gene Expression in Drosophila Embryogenesis	39
3577	Synapse Web	39
5694	Virtual Biology Lab	39
7051	WSsas - Web Service for the SAS tool	39
9466	Diffusion Warp	39
9487	GRETNA	39
9562	DWI/DTI Quality Control Tool: DTIPrep	39
315	IrfanView	38
1383	Semantic Measures Library	38
2060	Internet Brain Volume Database	38
2198	Spatially Constrained Parcellation	38
2415	Neocortical Microcircuit Database	38
5513	CBRAIN	38
6235	XNAT Central	38
6370	Human Nervous System Disease and Injury	38
13422	CARDinal Plane VIEWing System	38
14230	Assisted Model Building with Energy Refinement (AMBER)	38
2401	Avian Brain Circuitry Database	37
2692	CTF	37
3819	AddNeuroMed	37
4836	Globus Medical, Inc.	37
6831	Cellpack	37
9005	National Center for Multiscale Modeling of Biological Systems	37
1432	Boulder Laboratory for 3-D Electron Microscopy of Cells	36
3050	Brain Operation Database	36
8325	Classic Articles in Visual Perception	36
12394	VPC Laboratory for Advanced Genome Analysis	36
13597	Neuromantic	36
14224	Phenix	36
1978	Organization for Human Brain Mapping	35
2006	Laboratory for Neural Computation and Cognition	35
2438	Mindboggle	35
2994	Blue Brain Project	35
4776	Interpore Cross International	35
6366	Summary of recordings of spike trains available for analysis and guide to their context and means for their analysis	35
7350	Gradient Non-linearity Distortion Correction	35
7366	FilamentTracer	35
9522	fNIRS Data Analysis Environment	35
13088	GenomeRNAi	35
13663	Volume Visualization and Navigation Tool	35
14329	NIS-Elements	35
2056	HUDSEN Electronic Atlas of the Developing Human Brain	34
2541	SCIRun	34
5996	Segmentation of Hippocampus Subfields	34
6878	BrainMaps.org	34
8088	Connectionist Models of Cognitive, Affective, Brain, and Behavioral Disorders	34
9435	NKI/Rockland Sample	34
9454	Cerebral Blood Flow Database and Analysis Pipeline	34
309	Semantic DICOM Ontology	33
1830	FMRISTAT - A general statistical analysis for fMRI data	33
2570	UNC Primate Brain Atlas	33
3271	Research Network in Early Experience and Brain Development	33
4401	neurodebian	33
4925	NeuroDevNet	33
5841	Brain Networks	33
2502	Nipype	32
7278	fMRI Data Center	32
7343	Salamons Neuroanatomy and Neurovasculature Web-Atlas Resource	32
